nodo1,nodo2,tiempo,energia_requerida,variacion_temperatura
76,125,0.5946666666666663,0.8919999999999995,0.44599999999999973
125,208,0.051233813333317356,0.07685071999997603,0.038425359999988015
208,177,0.09876618666668265,0.14814928000002398,-0.07407464000001199
177,47,0.28866666666666657,0.43299999999999983,0.21649999999999991
47,82,0.16733333333333367,0.2510000000000005,0.12550000000000025
82,48,0.05866666666666684,0.08800000000000026,0.04400000000000013
48,203,0.21193706666663037,0.31790559999994555,0.15895279999997278
203,115,0.34193706666663054,0.5129055999999459,-0.25645279999997295
115,174,0.12733333333333358,0.19100000000000036,0.09550000000000018
174,204,0.33305765333325327,0.4995864799998799,0.24979323999993994
204,121,0.6323909866665862,0.9485864799998793,-0.47429323999993966
121,8,0.07999999999999971,0.11999999999999958,0.05999999999999979
8,110,0.6459999999999998,0.9689999999999998,0.4844999999999999
110,49,0.01866666666666674,0.028000000000000115,0.014000000000000058
49,223,0.3887499200000543,0.5831248800000814,0.2915624400000407
223,199,0.3907499200000539,0.5861248800000809,-0.29306244000004045
199,130,0.5093333333333334,0.764,0.382
130,210,0.6749322133334147,1.012398320000122,0.506199160000061
210,63,0.28237018666677044,0.4235552800001557,-0.21177764000007784
63,241,0.6804020266666707,1.020603040000006,0.510301520000003
241,9,0.3664020266666706,0.5496030400000059,-0.27480152000000296
9,22,0.687333333333333,1.0309999999999995,0.5154999999999997
22,69,0.05200000000000055,0.07800000000000082,0.03900000000000041
69,207,0.43535680000008153,0.6530352000001223,0.32651760000006114
207,144,0.6996529066665966,1.049479359999895,-0.5247396799999475
144,150,0.23399999999999987,0.3509999999999998,0.1754999999999999
150,149,0.17133333333333287,0.25699999999999934,0.12849999999999967
149,213,0.7093571733333212,1.0640357599999817,0.5320178799999908
213,75,0.14746415999996523,0.22119623999994786,-0.11059811999997393
75,201,0.07722048000000635,0.11583072000000953,0.057915360000004766
201,133,0.7004684799999646,1.050702719999947,-0.5253513599999735
133,212,0.708839519999924,1.0632592799998861,0.5316296399999431
212,74,0.08390906666658964,0.12586359999988445,-0.06293179999994222
74,100,0.2766666666666661,0.41499999999999915,0.20749999999999957
100,197,0.05,0.075,0.0375
197,184,0.687333333333333,1.0309999999999995,0.5154999999999997
184,4,0.6899999999999992,1.0349999999999988,0.5174999999999994
4,59,0.19599999999999984,0.29399999999999976,0.14699999999999988
59,187,0.5526666666666661,0.8289999999999992,0.4144999999999996
187,173,0.3953333333333338,0.5930000000000006,0.2965000000000003
173,108,0.14999999999999952,0.22499999999999928,0.11249999999999964
108,156,0.46466666666666706,0.6970000000000006,0.3485000000000003
156,202,0.05458661333334239,0.08187992000001358,0.04093996000000679
202,129,0.4090098666666899,0.6135148000000349,-0.30675740000001744
129,94,0.7673333333333332,1.1509999999999998,0.5754999999999999
94,215,0.7741748266665719,1.1612622399998578,0.5806311199999289
215,14,0.7815081599999052,1.1722622399998577,-0.5861311199999288
14,139,0.44133333333333413,0.6620000000000011,0.33100000000000057
139,99,0.5580000000000003,0.8370000000000004,0.4185000000000002
99,242,0.6347766400000135,0.9521649600000203,0.47608248000001013
242,135,0.1674433066666798,0.25116496000001975,-0.12558248000000988
135,194,0.12533333333333255,0.18799999999999883,0.09399999999999942
194,217,0.7475828266666037,1.1213742399999056,0.5606871199999528
217,70,0.7975828266666046,1.196374239999907,-0.5981871199999536
70,172,0.30799999999999983,0.46199999999999974,0.23099999999999987
172,206,0.7552131199999441,1.1328196799999162,0.5664098399999581
206,45,0.8118797866666109,1.2178196799999164,-0.6089098399999582
45,214,0.4158266133333688,0.6237399200000532,0.3118699600000266
214,31,0.014214026666596642,0.021321039999894965,-0.010660519999947483
31,183,0.35400000000000015,0.5310000000000002,0.2655000000000001
183,196,0.8320000000000003,1.2480000000000004,0.6240000000000002
196,50,0.838666666666667,1.2580000000000005,0.6290000000000002
50,62,0.23599999999999993,0.3539999999999999,0.17699999999999996
62,89,0.3273333333333336,0.4910000000000004,0.2455000000000002
89,5,0.004000000000000152,0.006000000000000227,0.0030000000000001137
5,148,0.6586666666666673,0.988000000000001,0.4940000000000005
148,158,0.6153333333333336,0.9230000000000004,0.4615000000000002
158,134,0.7219999999999994,1.082999999999999,0.5414999999999995
134,166,0.8779999999999991,1.3169999999999988,0.6584999999999994
166,211,0.8812159999999224,1.3218239999998835,0.6609119999999418
211,97,0.3708774399999574,0.5563161599999361,-0.27815807999996806
97,13,0.7533333333333332,1.1299999999999997,0.5649999999999998
13,58,0.499333333333333,0.7489999999999994,0.3744999999999997
58,91,0.06266666666666651,0.09399999999999978,0.04699999999999989
91,155,0.21933333333333374,0.3290000000000006,0.1645000000000003
155,6,0.5919999999999997,0.8879999999999996,0.4439999999999998
6,140,0.4026666666666661,0.6039999999999992,0.3019999999999996
140,42,0.9073333333333342,1.3610000000000013,0.6805000000000007
42,86,0.027333333333333105,0.04099999999999966,0.02049999999999983
86,151,0.563333333333333,0.8449999999999995,0.42249999999999976
151,114,0.12933333333333272,0.19399999999999906,0.09699999999999953
114,28,0.4173333333333327,0.6259999999999991,0.31299999999999956
28,27,0.8619999999999995,1.2929999999999993,0.6464999999999996
27,77,0.2593333333333329,0.38899999999999935,0.19449999999999967
77,186,0.2740000000000004,0.41100000000000064,0.20550000000000032
186,40,0.4173333333333332,0.6259999999999998,0.3129999999999999
40,190,0.9566666666666663,1.4349999999999994,0.7174999999999997
190,2,0.6793333333333327,1.018999999999999,0.5094999999999995
2,113,0.2819999999999998,0.4229999999999997,0.21149999999999985
113,205,0.4815509866665825,0.7223264799998738,0.3611632399999369
205,18,0.09511568000008358,0.14267352000012537,-0.07133676000006269
18,170,0.07866666666666712,0.11800000000000069,0.059000000000000344
170,25,0.4133333333333335,0.6200000000000003,0.31000000000000016
25,122,0.549333333333333,0.8239999999999995,0.41199999999999976
122,20,0.34399999999999975,0.5159999999999997,0.25799999999999984
20,243,0.46774842666668565,0.7016226400000285,0.35081132000001425
243,23,0.16055536000004764,0.24083304000007147,-0.12041652000003573
23,79,0.6859999999999999,1.029,0.5145
79,15,0.6939999999999997,1.0409999999999997,0.5204999999999999
15,112,0.426666666666667,0.6400000000000006,0.3200000000000003
112,239,0.3996729066667143,0.5995093600000715,0.29975468000003574
239,92,0.6576729066667142,0.9865093600000712,-0.4932546800000356
92,178,0.6953333333333334,1.043,0.5215
178,185,0.7046666666666662,1.0569999999999993,0.5284999999999996
185,30,0.7053333333333333,1.0579999999999998,0.5289999999999999
30,131,0.3539999999999997,0.5309999999999995,0.26549999999999974
131,72,0.7046666666666677,1.0570000000000015,0.5285000000000007
72,128,1.075333333333334,1.6130000000000009,0.8065000000000004
128,61,0.30999999999999944,0.46499999999999914,0.23249999999999957
61,192,0.11666666666666667,0.175,0.0875
192,198,0.7753333333333335,1.1630000000000003,0.5815000000000001
198,80,0.011333333333332973,0.01699999999999946,0.00849999999999973
80,68,0.08399999999999987,0.1259999999999998,0.0629999999999999
68,109,0.8606666666666674,1.291000000000001,0.6455000000000005
109,229,0.19880213333332175,0.2982031999999826,0.1491015999999913
229,60,0.9396633599999954,1.409495039999993,-0.7047475199999965
60,225,0.8941041600000006,1.3411562400000008,0.6705781200000004
225,106,0.4391728533333345,0.6587592800000017,-0.32937964000000086
106,37,0.45866666666666683,0.6880000000000003,0.34400000000000014
37,39,0.24733333333333388,0.3710000000000008,0.1855000000000004
39,104,0.45466666666666666,0.682,0.341
104,95,0.4766666666666661,0.7149999999999992,0.3574999999999996
95,96,0.5266666666666666,0.7899999999999998,0.3949999999999999
96,29,0.42000000000000076,0.6300000000000011,0.31500000000000056
29,73,0.3613333333333325,0.5419999999999987,0.27099999999999935
73,90,0.6673333333333328,1.000999999999999,0.5004999999999995
90,136,1.088,1.6320000000000001,0.8160000000000001
136,157,0.8853333333333334,1.328,0.664
157,182,0.4206666666666668,0.6310000000000002,0.3155000000000001
182,41,0.0073333333333337695,0.011000000000000653,0.005500000000000327
41,10,0.29666666666666636,0.44499999999999956,0.22249999999999978
10,244,0.4599062933333589,0.6898594400000384,0.3449297200000192
244,163,0.02914309333329991,0.043714639999949866,-0.021857319999974933
163,142,0.4400000000000001,0.6600000000000001,0.33000000000000007
142,57,0.35866666666666636,0.5379999999999996,0.2689999999999998
57,117,0.3033333333333331,0.45499999999999974,0.22749999999999987
117,145,0.15866666666666637,0.23799999999999955,0.11899999999999977
145,118,0.5186666666666663,0.7779999999999994,0.3889999999999997
118,116,0.3326666666666673,0.4990000000000009,0.24950000000000044
116,188,0.00333333333333267,0.004999999999999005,0.0024999999999995026
188,78,0.14533333333333331,0.21799999999999997,0.10899999999999999
78,180,0.17133333333333287,0.25699999999999934,0.12849999999999967
180,17,0.8520000000000001,1.278,0.639
17,24,0.19466666666666727,0.29200000000000087,0.14600000000000043
24,3,0.4973333333333334,0.7460000000000001,0.37300000000000005
3,146,0.19666666666666638,0.2949999999999996,0.1474999999999998
146,132,0.1433333333333337,0.21500000000000058,0.10750000000000029
132,46,0.8653333333333332,1.2979999999999996,0.6489999999999998
46,84,0.4480000000000004,0.6720000000000006,0.3360000000000003
84,193,0.201333333333334,0.30200000000000105,0.15100000000000052
193,65,0.027333333333333105,0.04099999999999966,0.02049999999999983
65,181,0.19000000000000009,0.28500000000000014,0.14250000000000007
181,67,0.4353333333333334,0.6530000000000001,0.32650000000000007
67,107,0.3573333333333338,0.5360000000000007,0.26800000000000035
107,141,0.0073333333333337695,0.011000000000000653,0.005500000000000327
141,160,0.05933333333333337,0.08900000000000005,0.044500000000000026
160,162,0.1333333333333338,0.2000000000000007,0.10000000000000035
162,32,0.17600000000000052,0.2640000000000008,0.1320000000000004
32,56,0.06400000000000006,0.09600000000000009,0.04800000000000004
56,127,0.06533333333333265,0.09799999999999898,0.04899999999999949
127,175,0.07266666666666642,0.10899999999999962,0.05449999999999981
175,105,0.06000000000000038,0.09000000000000057,0.04500000000000028
105,88,0.16799999999999973,0.2519999999999996,0.1259999999999998
88,19,0.13599999999999948,0.2039999999999992,0.1019999999999996
137,139,0.25333333333333363,0.38000000000000045,0.19000000000000022
168,166,0.20066666666666605,0.3009999999999991,0.15049999999999955
168,94,0.18133333333333232,0.27199999999999847,0.13599999999999923
168,194,0.2193333333333328,0.3289999999999992,0.1644999999999996
54,216,0.1668662399999614,0.2502993599999421,0.12514967999997104
222,176,0.25743472000003514,0.3861520800000527,-0.19307604000002634
145,135,0.25333333333333313,0.3799999999999997,0.18999999999999986
222,161,0.07456527999996468,0.111847919999947,-0.0559239599999735
235,111,0.15142730666671014,0.2271409600000652,-0.1135704800000326
183,109,0.13933333333333356,0.20900000000000035,0.10450000000000018
172,178,0.17266666666666688,0.25900000000000034,0.12950000000000017
123,232,0.13464922666667434,0.2019738400000115,0.10098692000000575
32,88,0.17933333333333318,0.2689999999999998,0.1344999999999999
192,243,0.16611130666661797,0.24916695999992697,0.12458347999996348
94,239,0.15620549333338024,0.23430824000007036,0.11715412000003518
188,127,0.21066666666666645,0.31599999999999967,0.15799999999999984
75,60,0.21933333333333374,0.3290000000000006,0.1645000000000003
191,21,0.1233333333333339,0.18500000000000086,0.09250000000000043
214,77,0.2597859733334033,0.389678960000105,-0.1948394800000525
195,231,0.2073556800000702,0.3110335200001053,0.15551676000005266
53,222,0.253339893333271,0.3800098399999065,0.19000491999995325
49,227,0.23318192000004528,0.34977288000006795,0.17488644000003398
80,47,0.24133333333333365,0.36200000000000043,0.18100000000000022
135,113,0.2573333333333328,0.38599999999999923,0.19299999999999962
116,158,0.21400000000000005,0.32100000000000006,0.16050000000000003
23,52,0.21333333333333304,0.31999999999999956,0.15999999999999978
38,139,0.22000000000000028,0.3300000000000004,0.1650000000000002
62,34,0.13133333333333422,0.1970000000000013,0.09850000000000066
41,202,0.2376567999999769,0.35648519999996536,0.17824259999998268
10,84,0.13733333333333395,0.20600000000000093,0.10300000000000047
54,100,0.17333333333333342,0.2600000000000001,0.13000000000000006
226,64,0.18123562666667445,0.27185344000001166,-0.13592672000000583
164,143,0.05533333333333322,0.08299999999999982,0.04149999999999991
171,238,0.19630362666667953,0.29445544000001933,0.14722772000000967
104,67,0.20533333333333323,0.30799999999999983,0.15399999999999991
229,173,0.2363300266666613,0.35449503999999193,-0.17724751999999597
163,23,0.25533333333333325,0.38299999999999984,0.19149999999999992
200,159,0.07466666666666649,0.11199999999999974,0.05599999999999987
161,63,0.18600000000000042,0.27900000000000064,0.13950000000000032
75,237,0.26296010666670355,0.39444016000005533,0.19722008000002766
94,10,0.2653333333333336,0.3980000000000004,0.1990000000000002
197,51,0.23866666666666703,0.35800000000000054,0.17900000000000027
186,64,0.2053333333333337,0.30800000000000055,0.15400000000000028
213,152,0.254797493333299,0.3821962399999485,-0.19109811999997425
190,4,0.10799999999999983,0.16199999999999976,0.08099999999999988
81,165,0.22866666666666713,0.3430000000000007,0.17150000000000035
19,160,0.08600000000000042,0.12900000000000061,0.06450000000000031
156,18,0.10333333333333362,0.15500000000000042,0.07750000000000021
67,116,0.18600000000000042,0.27900000000000064,0.13950000000000032
60,49,0.24400000000000024,0.3660000000000004,0.1830000000000002
89,82,0.25200000000000006,0.3780000000000001,0.18900000000000006
112,184,0.23399999999999987,0.3509999999999998,0.1754999999999999
179,45,0.24266666666666623,0.3639999999999993,0.18199999999999966
144,62,0.20333333333333314,0.3049999999999997,0.15249999999999986
138,34,0.14133333333333317,0.21199999999999974,0.10599999999999987
194,117,0.2400000000000001,0.36000000000000015,0.18000000000000008
64,201,0.21180181333329764,0.3177027199999465,0.15885135999997324
165,234,0.22965413333336498,0.3444812000000475,0.17224060000002375
39,188,0.06400000000000053,0.09600000000000079,0.048000000000000397
159,174,0.08666666666666648,0.12999999999999973,0.06499999999999986
37,192,0.199333333333333,0.2989999999999995,0.14949999999999974
5,37,0.16266666666666652,0.24399999999999977,0.12199999999999989
133,157,0.24799999999999944,0.37199999999999916,0.18599999999999958
145,146,0.07600000000000004,0.11400000000000006,0.05700000000000003
153,152,0.2560000000000002,0.38400000000000034,0.19200000000000017
33,235,0.14458837333336874,0.2168825600000531,0.10844128000002655
139,151,0.21466666666666706,0.3220000000000006,0.1610000000000003
10,229,0.20099669333332837,0.30149503999999255,0.15074751999999628
144,151,0.2513333333333331,0.3769999999999996,0.1884999999999998
25,20,0.20533333333333323,0.30799999999999983,0.15399999999999991
22,176,0.2246666666666665,0.33699999999999974,0.16849999999999987
237,152,0.22316533333330332,0.33474799999995497,-0.16737399999997749
137,167,0.1426666666666672,0.21400000000000077,0.10700000000000039
42,86,0.027333333333333105,0.04099999999999966,0.02049999999999983
52,150,0.07199999999999988,0.10799999999999983,0.053999999999999916
83,222,0.10989861333329856,0.16484791999994783,0.08242395999997391
236,93,0.1319012799999579,0.19785191999993684,-0.09892595999996842
216,74,0.1190958933333917,0.17864384000008754,-0.08932192000004377
151,64,0.24599999999999986,0.3689999999999998,0.1844999999999999
157,90,0.2026666666666666,0.30399999999999994,0.15199999999999997
49,11,0.24799999999999991,0.3719999999999999,0.18599999999999994
232,26,0.21464922666667452,0.3219738400000118,-0.1609869200000059
230,143,0.08764677333340103,0.13147016000010153,-0.06573508000005077
216,91,0.19776256000005882,0.29664384000008825,-0.14832192000004413
92,41,0.10200000000000055,0.15300000000000083,0.07650000000000041
6,31,0.08399999999999987,0.1259999999999998,0.0629999999999999
202,18,0.0996567999999769,0.14948519999996535,-0.07474259999998267
207,177,0.07402346666674854,0.11103520000012282,-0.05551760000006141
47,82,0.16733333333333367,0.2510000000000005,0.12550000000000025
225,67,0.21882714666666486,0.3282407199999973,-0.16412035999999866
214,25,0.19421402666659685,0.2913210399998952,-0.1456605199999476
32,3,0.20600000000000024,0.30900000000000033,0.15450000000000016
162,160,0.1333333333333338,0.2000000000000007,0.10000000000000035
167,240,0.2058025600000491,0.3087038400000736,0.1543519200000368
76,103,0.17133333333333337,0.257,0.1285
190,26,0.25266666666666615,0.3789999999999992,0.1894999999999996
169,130,0.25266666666666615,0.3789999999999992,0.1894999999999996
127,188,0.21066666666666645,0.31599999999999967,0.15799999999999984
168,240,0.042922666666695385,0.06438400000004307,0.03219200000002154
191,43,0.13933333333333356,0.20900000000000035,0.10450000000000018
168,40,0.23866666666666655,0.3579999999999998,0.1789999999999999
152,100,0.113333333333334,0.17000000000000098,0.08500000000000049
177,4,0.2593333333333343,0.38900000000000146,0.19450000000000073
184,31,0.2586666666666664,0.38799999999999957,0.19399999999999978
138,236,0.2319990933332529,0.34799863999987934,0.17399931999993967
137,140,0.25933333333333386,0.3890000000000008,0.1945000000000004
31,210,0.11896314666656309,0.17844471999984463,0.08922235999992231
106,8,0.2580000000000003,0.38700000000000045,0.19350000000000023
50,25,0.18066666666666673,0.2710000000000001,0.13550000000000004
231,124,0.148153119999895,0.2222296799998425,-0.11111483999992125
152,4,0.16600000000000012,0.2490000000000002,0.1245000000000001
150,169,0.14733333333333387,0.2210000000000008,0.1105000000000004
115,168,0.13666666666666646,0.2049999999999997,0.10249999999999986
158,240,0.21774399999997057,0.3266159999999559,0.16330799999997794
26,177,0.21333333333333399,0.320000000000001,0.1600000000000005
145,78,0.03733333333333301,0.055999999999999515,0.027999999999999758
115,6,0.136666666666666,0.20499999999999902,0.10249999999999951
213,164,0.15069050666665476,0.22603575999998213,-0.11301787999999106
209,134,0.26264133333332373,0.3939619999999856,-0.1969809999999928
54,63,0.1960000000000003,0.2940000000000005,0.14700000000000024
62,70,0.02066666666666682,0.03100000000000023,0.015500000000000114
216,81,0.18223743999994185,0.27335615999991275,-0.13667807999995638
180,79,0.162666666666667,0.2440000000000005,0.12200000000000025
34,21,0.21733333333333368,0.3260000000000005,0.16300000000000026
82,108,0.20399999999999968,0.3059999999999995,0.15299999999999975
148,26,0.19999999999999954,0.29999999999999927,0.14999999999999963
46,96,0.13333333333333286,0.1999999999999993,0.09999999999999964
181,78,0.12466666666666602,0.18699999999999903,0.09349999999999951
186,73,0.2426666666666667,0.36400000000000005,0.18200000000000002
152,236,0.16323461333329164,0.24485191999993744,0.12242595999996872
43,236,0.1506657599999201,0.22599863999988018,0.11299931999994009
153,212,0.08550618666659063,0.12825927999988593,0.06412963999994296
77,64,0.20200000000000007,0.3030000000000001,0.15150000000000005
95,84,0.22933333333333367,0.34400000000000047,0.17200000000000024
103,124,0.1906666666666671,0.28600000000000064,0.14300000000000032
244,24,0.08009370666664116,0.12014055999996173,-0.060070279999980866
97,123,0.19200000000000017,0.28800000000000026,0.14400000000000013
230,101,0.23223247999995825,0.3483487199999374,-0.1741743599999687
170,156,0.10599999999999975,0.15899999999999964,0.07949999999999982
198,92,0.06133333333333345,0.09200000000000016,0.04600000000000008
227,103,0.22281807999995445,0.3342271199999317,-0.16711355999996585
153,201,0.2258871466666728,0.33883072000000924,0.16941536000000462
209,190,0.2139746666666568,0.3209619999999852,-0.1604809999999926
176,52,0.1906666666666671,0.28600000000000064,0.14300000000000032
134,201,0.1381128533333277,0.20716927999999157,0.10358463999999579
156,83,0.13133333333333277,0.19699999999999918,0.09849999999999959
167,233,0.19341455999990842,0.29012183999986263,0.14506091999993131
149,126,0.25666666666666677,0.3850000000000001,0.19250000000000006
226,93,0.1445689600000075,0.21685344000001122,-0.10842672000000561
157,5,0.18333333333333285,0.2749999999999993,0.13749999999999965
70,183,0.20999999999999944,0.31499999999999917,0.15749999999999958
82,92,0.2480000000000004,0.3720000000000006,0.1860000000000003
75,74,0.0693333333333328,0.1039999999999992,0.0519999999999996
216,120,0.20846709333337213,0.31270064000005815,-0.15635032000002907
16,169,0.14399999999999977,0.21599999999999966,0.10799999999999983
209,63,0.04797466666665665,0.07196199999998498,-0.03598099999999249
243,94,0.11841509333335268,0.177622640000029,-0.0888113200000145
222,159,0.216006559999938,0.324009839999907,-0.1620049199999535
32,3,0.20600000000000024,0.30900000000000033,0.15450000000000016
138,111,0.18066666666666625,0.27099999999999935,0.13549999999999968
167,224,0.15378175999995752,0.23067263999993629,0.11533631999996814
41,73,0.05,0.075,0.0375
64,220,0.17064218666659628,0.25596327999989443,0.12798163999994722
90,30,0.08066666666666625,0.12099999999999937,0.060499999999999686
227,11,0.1992840000000688,0.29892600000010316,-0.14946300000005158
202,26,0.15367653333335624,0.23051480000003438,-0.11525740000001719
3,112,0.2046666666666667,0.30700000000000005,0.15350000000000003
149,166,0.18333333333333285,0.2749999999999993,0.13749999999999965
189,135,0.1326666666666668,0.1990000000000002,0.0995000000000001
33,208,0.05143285333334878,0.07714928000002316,0.03857464000001158
100,222,0.2298986133332979,0.34484791999994685,0.17242395999997343
219,9,0.2294561066666257,0.34418415999993857,-0.17209207999996928
22,11,0.25066666666666654,0.3759999999999998,0.1879999999999999
52,137,0.1466666666666664,0.21999999999999958,0.10999999999999979
229,115,0.25146879999998883,0.37720319999998325,-0.18860159999999163
50,2,0.22066666666666682,0.33100000000000024,0.16550000000000012
152,216,0.1881995733332952,0.2822993599999428,0.1411496799999714
10,127,0.2406666666666671,0.36100000000000065,0.18050000000000033
8,87,0.14799999999999994,0.2219999999999999,0.11099999999999995
149,173,0.2259999999999991,0.33899999999999864,0.16949999999999932
76,137,0.1600000000000004,0.24000000000000057,0.12000000000000029
2,84,0.2560000000000002,0.38400000000000034,0.19200000000000017
135,214,0.1788806933332637,0.26832103999989554,0.13416051999994777
183,89,0.11533333333333408,0.1730000000000011,0.08650000000000055
201,77,0.2374461866666607,0.35616927999999104,-0.17808463999999552
22,11,0.25066666666666654,0.3759999999999998,0.1879999999999999
117,88,0.2446666666666663,0.36699999999999944,0.18349999999999972
156,99,0.05666666666666629,0.08499999999999944,0.04249999999999972
35,240,0.08425600000002949,0.12638400000004424,0.06319200000002212
95,107,0.20599999999999977,0.3089999999999996,0.1544999999999998
20,157,0.2473333333333329,0.3709999999999994,0.1854999999999997
64,54,0.026666666666667047,0.04000000000000057,0.020000000000000285
165,154,0.14066666666666616,0.21099999999999924,0.10549999999999962
214,152,0.251119306666736,0.37667896000010404,-0.18833948000005202
186,170,0.2333333333333338,0.3500000000000007,0.17500000000000035
11,16,0.1973333333333334,0.2960000000000001,0.14800000000000005
62,189,0.2526666666666671,0.3790000000000006,0.1895000000000003
185,41,0.09799999999999992,0.14699999999999988,0.07349999999999994
99,77,0.0833333333333338,0.12500000000000072,0.06250000000000036
119,45,0.21066666666666645,0.31599999999999967,0.15799999999999984
30,61,0.018666666666665794,0.027999999999998693,0.013999999999999346
45,140,0.05533333333333369,0.08300000000000055,0.04150000000000027
7,219,0.26121056000004045,0.3918158400000607,0.19590792000003035
161,171,0.2593333333333329,0.38899999999999935,0.19449999999999967
74,91,0.09733333333333387,0.1460000000000008,0.0730000000000004
167,48,0.25799999999999984,0.38699999999999973,0.19349999999999987
68,134,0.17266666666666594,0.2589999999999989,0.12949999999999945
123,210,0.19170352000010335,0.287555280000155,0.1437776400000775
