nodo1,nodo2,tiempo,variacion_energia,variacion_temperatura
176,556,56.41653688616392,0.08091997868590241,1
383,109,53.00922675346325,0.08091997868590241,1
896,331,13.127248382702088,0.08091997868590241,1
580,420,36.45320280185842,0.08091997868590241,1
37,46,66.2995422642989,0.08091997868590241,1
192,105,7.3539134799678285,0.08091997868590241,1
339,971,78.44294717817341,0.08091997868590241,1
70,184,52.61793427018589,0.08091997868590241,1
911,577,41.88750910713332,0.08091997868590241,1
314,909,9.295321145892814,0.08091997868590241,1
875,94,33.55245715522228,0.08091997868590241,1
654,381,18.776599668921662,0.08091997868590241,1
74,581,13.725422022588706,0.08091997868590241,1
853,153,12.448048391183026,0.08091997868590241,-1
959,241,22.076553053394967,0.08091997868590241,1
803,186,35.976967971419526,0.08091997868590241,1
589,265,83.22506734585816,0.08091997868590241,1
441,850,28.64052248451808,0.08091997868590241,1
645,768,10.97770755195473,0.08091997868590241,1
737,764,39.10264153089349,0.08091997868590241,1
272,625,54.6610413228552,0.08091997868590241,1
596,263,39.69779415189437,0.08091997868590241,1
524,877,64.31449633972247,0.08091997868590241,1
956,223,95.80229923734738,0.08091997868590241,1
769,898,11.86529633759634,0.08091997868590241,1
100,16,29.852400134487898,0.08091997868590241,1
854,758,47.57176949016226,0.08091997868590241,1
839,996,35.459626809892214,0.08091997868590241,1
85,460,6.329356997544497,0.08091997868590241,1
907,899,65.884855895842,0.08091997868590241,1
601,561,12.382879811887085,0.08091997868590241,1
942,652,60.06821961555246,0.08091997868590241,1
890,475,38.86939340937901,0.08091997868590241,1
97,732,97.15750644366445,0.08091997868590241,1
114,131,17.9218528038671,0.08091997868590241,1
673,802,39.789359043292876,0.08091997868590241,1
484,960,55.979281980531624,0.08091997868590241,1
257,353,31.343082612700737,0.08091997868590241,1
247,70,28.4434644001462,0.08091997868590241,1
128,216,66.21902448166617,0.08091997868590241,1
793,524,41.22730726143089,0.08091997868590241,1
58,399,52.49357678121212,0.08091997868590241,1
923,64,6.851927464644414,0.08091997868590241,1
860,373,43.901367428208474,0.08091997868590241,1
736,959,44.79396124908157,0.08091997868590241,1
443,17,65.28173474889918,0.08091997868590241,1
167,600,51.67490799729903,0.08091997868590241,1
675,441,16.43098661068468,0.08091997868590241,1
696,982,44.762099617533494,0.08091997868590241,1
341,485,58.082095730513394,0.08091997868590241,1
583,912,6.59478329238328,0.08091997868590241,1
175,684,32.42480381922608,0.08091997868590241,1
170,819,95.52485282375183,0.08091997868590241,1
498,477,55.15092926796893,0.08091997868590241,1
635,499,104.86049291088516,0.08091997868590241,1
752,237,28.792133342089826,0.08091997868590241,1
979,658,48.128181716704916,0.08091997868590241,1
75,106,65.41944014638594,0.08091997868590241,1
861,562,42.88341070351648,0.08091997868590241,1
633,454,17.230000036392813,0.08091997868590241,1
797,334,54.83619445875612,0.08091997868590241,1
881,471,86.40146844213405,0.08091997868590241,1
704,209,11.553394884280518,0.08091997868590241,1
17,225,32.912622031194985,0.08091997868590241,1
650,927,16.746386472746064,0.08091997868590241,1
288,257,41.846270498622246,0.08091997868590241,1
558,318,60.86358940321801,0.08091997868590241,1
1000,272,19.72636037471903,0.08091997868590241,1
785,923,74.9992078472535,0.08091997868590241,1
548,362,41.5984038786428,0.08091997868590241,1
278,997,19.898533451817002,0.08091997868590241,1
413,328,35.563900287178875,0.08091997868590241,-1
214,301,112.07016591341086,0.08091997868590241,1
997,12,51.3450569448786,0.08091997868590241,1
698,248,56.08820213198162,0.08091997868590241,1
491,680,30.506097630581817,0.08091997868590241,1
180,757,24.502561953627218,0.08091997868590241,1
379,433,42.73032354321365,0.08091997868590241,1
513,584,47.95840142056418,0.08091997868590241,-1
12,426,79.34822576787155,0.08091997868590241,1
555,710,57.69137221479095,0.08091997868590241,1
638,87,31.097182156767563,0.08091997868590241,1
228,276,66.89552545796964,0.08091997868590241,1
569,484,18.96435519760147,0.08091997868590241,1
988,539,18.845766765422862,0.08091997868590241,1
741,618,37.90347717507354,0.08091997868590241,1
439,903,29.868819537167187,0.08091997868590241,1
557,160,30.804068433367796,0.08091997868590241,1
859,453,51.40350190039678,0.08091997868590241,1
743,21,39.635832745407,0.08091997868590241,1
694,606,31.991787350339806,0.08091997868590241,-1
931,487,31.806233025889583,0.08091997868590241,1
200,86,31.985113138528344,0.08091997868590241,1
481,946,24.613488230841206,0.08091997868590241,1
888,58,28.12927342512651,0.08091997868590241,1
796,550,11.094363146517603,0.08091997868590241,1
768,367,31.5857429533354,0.08091997868590241,1
129,779,27.73263152028763,0.08091997868590241,1
43,896,50.89412738889761,0.08091997868590241,1
19,465,44.34993519511401,0.08091997868590241,1
748,235,51.96033884028399,0.08091997868590241,1
876,836,57.53403831238684,0.08091997868590241,1
964,107,55.0788234643167,0.08091997868590241,1
467,491,30.012480330427515,0.08091997868590241,1
174,885,35.07221489389441,0.08091997868590241,1
618,141,25.24994787079187,0.08091997868590241,-1
160,743,27.977138309928623,0.08091997868590241,1
669,360,42.43065366922015,0.08091997868590241,-1
934,363,26.431107544702936,0.08091997868590241,1
567,416,69.82162373703179,0.08091997868590241,1
361,786,17.478700219371532,0.08091997868590241,1
893,329,53.930177051237905,0.08091997868590241,1
483,521,22.959115669532316,0.08091997868590241,1
191,22,15.009503739486043,0.08091997868590241,1
863,227,22.677366186899228,0.08091997868590241,1
545,664,39.19491158169574,0.08091997868590241,1
546,629,52.28832615200883,0.08091997868590241,1
566,670,59.27315399188963,0.08091997868590241,1
389,205,38.8253242821532,0.08091997868590241,1
759,722,13.70726425113054,0.08091997868590241,1
958,585,47.85139223614918,0.08091997868590241,1
224,712,43.78862801293215,0.08091997868590241,1
141,861,28.600843749083666,0.08091997868590241,-1
131,723,41.39991777178945,0.08091997868590241,1
664,144,61.94751442425016,0.08091997868590241,1
254,829,47.847725343493416,0.08091997868590241,1
690,488,52.821743252136756,0.08091997868590241,1
338,706,18.361248823087028,0.08091997868590241,-1
319,302,54.32114453122533,0.08091997868590241,1
422,962,13.862577101826098,0.08091997868590241,1
397,39,56.850260836273414,0.08091997868590241,1
445,538,39.994198493823006,0.08091997868590241,1
756,103,13.84879002168933,0.08091997868590241,1
109,481,9.751924400167258,0.08091997868590241,1
684,672,47.26344950745972,0.08091997868590241,1
765,601,54.60485897380196,0.08091997868590241,1
837,988,84.28539075614863,0.08091997868590241,1
61,735,32.59217094521227,0.08091997868590241,1
35,574,24.05183737948927,0.08091997868590241,1
624,15,71.57819415444459,0.08091997868590241,1
108,865,52.07913302583573,0.08091997868590241,1
328,287,89.20748690087893,0.08091997868590241,1
474,69,66.8621549858136,0.08091997868590241,1
935,298,22.092527579030094,0.08091997868590241,1
527,59,19.993564359662862,0.08091997868590241,1
132,826,66.01892483494758,0.08091997868590241,1
427,168,44.18900990068978,0.08091997868590241,1
400,338,47.907067498003464,0.08091997868590241,1
617,314,45.70165127478226,0.08091997868590241,1
365,13,24.795332857867326,0.08091997868590241,1
520,883,27.790251104563144,0.08091997868590241,1
322,642,35.01328483707903,0.08091997868590241,1
915,4,56.609894586524085,0.08091997868590241,1
91,995,97.77301290215733,0.08091997868590241,1
550,410,39.76354296134209,0.08091997868590241,1
770,990,54.98834425150858,0.08091997868590241,1
649,844,65.12977345079258,0.08091997868590241,1
593,285,53.56122074062366,0.08091997868590241,1
149,705,81.41268236543335,0.08091997868590241,1
622,763,79.59369571035286,0.08091997868590241,1
625,180,60.79250621827653,0.08091997868590241,1
399,306,40.59859268169404,0.08091997868590241,1
908,132,23.574881294756935,0.08091997868590241,1
356,915,24.959493349010422,0.08091997868590241,-1
340,747,48.39249646720733,0.08091997868590241,1
535,422,27.973533288464257,0.08091997868590241,1
677,989,46.52998664135382,0.08091997868590241,1
210,190,22.275168370000376,0.08091997868590241,1
889,928,46.164799917298716,0.08091997868590241,1
84,355,71.62768085244616,0.08091997868590241,1
974,920,16.50509151339174,0.08091997868590241,1
662,274,48.68116715650606,0.08091997868590241,1
145,839,19.72270039294897,0.08091997868590241,-1
251,750,88.40391938319408,0.08091997868590241,-1
814,467,21.62275208047322,0.08091997868590241,1
735,253,31.838107211508433,0.08091997868590241,1
373,588,39.65490059116541,0.08091997868590241,1
531,685,49.104352387528046,0.08091997868590241,-1
318,814,57.56881727088369,0.08091997868590241,1
202,991,47.2465937103175,0.08091997868590241,1
766,437,59.00392356839099,0.08091997868590241,1
13,427,30.044876299925573,0.08091997868590241,1
39,531,40.34344314104551,0.08091997868590241,1
99,922,18.88938025188879,0.08091997868590241,-1
689,198,60.41981277764925,0.08091997868590241,1
387,366,55.42688378491167,0.08091997868590241,1
688,387,44.0882524379205,0.08091997868590241,1
544,932,51.70114641868922,0.08091997868590241,1
448,56,39.5158957342026,0.08091997868590241,1
279,246,96.2640294610469,0.08091997868590241,1
366,749,19.465682355833735,0.08091997868590241,1
948,623,47.55139584263509,0.08091997868590241,1
532,92,47.858194211712764,0.08091997868590241,1
565,660,33.01396729855421,0.08091997868590241,1
23,552,41.72078933479334,0.08091997868590241,1
54,859,15.393585975743262,0.08091997868590241,1
293,530,44.6779878627359,0.08091997868590241,1
466,542,33.29664500486846,0.08091997868590241,1
230,856,35.09687814602775,0.08091997868590241,1
841,434,9.320621584457736,0.08091997868590241,1
744,579,36.49218585574495,0.08091997868590241,1
871,924,53.00493343576024,0.08091997868590241,1
597,707,55.60448455803885,0.08091997868590241,1
708,784,80.70847751388561,0.08091997868590241,1
892,586,30.920337271519642,0.08091997868590241,1
787,907,69.31191967097539,0.08091997868590241,1
514,327,16.184421952690187,0.08091997868590241,1
900,637,49.38520489165539,0.08091997868590241,1
533,283,71.41243666299387,0.08091997868590241,1
7,78,13.583416598749602,0.08091997868590241,1
78,943,53.04547760889468,0.08091997868590241,1
901,391,48.99197966678689,0.08091997868590241,1
831,662,45.97514514402429,0.08091997868590241,1
201,999,30.19112413246848,0.08091997868590241,1
727,509,50.54780005458167,0.08091997868590241,1
282,470,40.731237915885714,0.08091997868590241,-1
794,964,16.444820632928124,0.08091997868590241,1
243,774,75.44344990050561,0.08091997868590241,1
561,9,40.380143229347446,0.08091997868590241,1
939,483,22.570339154551416,0.08091997868590241,1
703,395,43.884338734446175,0.08091997868590241,1
244,553,29.324746553615498,0.08091997868590241,1
185,404,63.21248291237422,0.08091997868590241,1
922,807,55.14673892539801,0.08091997868590241,1
262,458,20.45874930873267,0.08091997868590241,1
685,580,39.00538748204553,0.08091997868590241,1
197,694,50.43390686669477,0.08091997868590241,1
270,380,65.49124044692358,0.08091997868590241,1
489,495,74.07786976957216,0.08091997868590241,1
304,344,9.729777469776211,0.08091997868590241,1
847,908,22.41242685194802,0.08091997868590241,1
716,112,75.94756270597028,0.08091997868590241,1
29,490,39.13938869651641,0.08091997868590241,1
576,236,20.454292987271163,0.08091997868590241,1
156,152,15.310055784985092,0.08091997868590241,1
363,222,84.74149873500856,0.08091997868590241,1
409,654,11.333494865763205,0.08091997868590241,1
870,291,23.85468123587916,0.08091997868590241,1
155,293,17.47038130478908,0.08091997868590241,1
274,522,77.79335592992479,0.08091997868590241,1
266,655,46.00446176585462,0.08091997868590241,1
213,96,51.584790532004185,0.08091997868590241,1
778,854,60.374950072228586,0.08091997868590241,1
350,478,38.40722699610607,0.08091997868590241,1
190,345,29.08309681642305,0.08091997868590241,-1
955,590,44.616928326190106,0.08091997868590241,1
710,895,24.69970616024718,0.08091997868590241,1
24,270,10.186844368758672,0.08091997868590241,1
805,179,27.111114928109714,0.08091997868590241,1
227,604,24.332371720906515,0.08091997868590241,1
912,100,45.58038806682953,0.08091997868590241,1
289,113,80.08523156422247,0.08091997868590241,1
940,313,5.576307713368643,0.08091997868590241,1
968,79,28.52988054176211,0.08091997868590241,1
452,156,19.611590404130954,0.08091997868590241,1
154,851,46.5828418043041,0.08091997868590241,1
494,975,56.98467924929482,0.08091997868590241,1
198,62,22.623354396376104,0.08091997868590241,1
730,339,33.96890865284001,0.08091997868590241,1
435,740,19.830154252323826,0.08091997868590241,1
234,57,20.701427265394504,0.08091997868590241,1
21,935,30.916225806684103,0.08091997868590241,1
301,630,80.25832595448446,0.08091997868590241,1
822,297,48.88679603552724,0.08091997868590241,-1
798,84,68.54860236378617,0.08091997868590241,1
94,703,16.003858691325362,0.08091997868590241,1
303,589,18.642543795001068,0.08091997868590241,-1
991,781,36.18436366844407,0.08091997868590241,1
511,575,48.26378825752081,0.08091997868590241,1
663,520,36.6536468299988,0.08091997868590241,1
187,816,50.73411369577129,0.08091997868590241,1
331,790,64.96576983890047,0.08091997868590241,1
556,681,38.85551912863225,0.08091997868590241,-1
335,880,44.62817407277216,0.08091997868590241,1
849,111,59.03250278651638,0.08091997868590241,1
77,146,3.4831067634583937,0.08091997868590241,1
364,857,47.036077837591,0.08091997868590241,1
542,693,49.13228906449693,0.08091997868590241,1
784,300,43.7787470198524,0.08091997868590241,1
173,280,13.497907094846427,0.08091997868590241,1
851,689,76.36333795192489,0.08091997868590241,1
856,38,23.747909081151484,0.08091997868590241,1
971,638,30.33478979761863,0.08091997868590241,1
986,692,32.94545209656454,0.08091997868590241,1
644,432,30.602143707289315,0.08091997868590241,1
333,560,80.3976106786361,0.08091997868590241,1
966,798,54.691081666994634,0.08091997868590241,1
449,686,40.59555076933292,0.08091997868590241,1
611,396,55.286304876731414,0.08091997868590241,1
323,937,56.88645665338895,0.08091997868590241,1
731,646,35.7266581755749,0.08091997868590241,1
411,615,81.18829298471604,0.08091997868590241,1
44,33,63.70632414840766,0.08091997868590241,1
706,930,40.41070410270829,0.08091997868590241,1
720,170,105.46578349997829,0.08091997868590241,-1
976,67,57.216975364097344,0.08091997868590241,1
457,659,34.20920447390519,0.08091997868590241,1
107,752,62.43369742385533,0.08091997868590241,1
316,925,55.06570510799743,0.08091997868590241,1
87,374,11.026991508563128,0.08091997868590241,1
718,711,45.41533010239278,0.08091997868590241,1
728,245,43.374901105987526,0.08091997868590241,1
276,421,59.41319395877841,0.08091997868590241,1
398,378,9.578969070981993,0.08091997868590241,1
835,187,69.68493351815182,0.08091997868590241,1
275,269,37.723726261169226,0.08091997868590241,1
73,948,23.43612039406462,0.08091997868590241,1
433,206,56.02299492324182,0.08091997868590241,1
608,140,50.65803422722114,0.08091997868590241,-1
906,956,56.163538840961834,0.08091997868590241,1
505,853,71.09692015184272,0.08091997868590241,1
832,49,76.8587915446646,0.08091997868590241,1
960,479,57.46745443983873,0.08091997868590241,1
22,445,27.54495506884891,0.08091997868590241,1
775,547,26.285422564522893,0.08091997868590241,1
621,983,51.37944973281841,0.08091997868590241,1
450,837,56.58433670056483,0.08091997868590241,-1
894,777,21.6312802266225,0.08091997868590241,1
480,233,44.65350998435292,0.08091997868590241,1
918,911,50.12488905114563,0.08091997868590241,1
840,993,78.4254934801301,0.08091997868590241,1
52,249,40.70432072582797,0.08091997868590241,1
16,813,23.681412318331617,0.08091997868590241,1
745,759,34.665130118839755,0.08091997868590241,1
672,81,39.105791514352745,0.08091997868590241,1
804,284,48.402723451390784,0.08091997868590241,1
287,627,25.32997689792988,0.08091997868590241,1
294,414,11.843106138482954,0.08091997868590241,1
680,527,13.871356904682447,0.08091997868590241,1
426,797,68.37811142176989,0.08091997868590241,1
864,189,73.15379148826946,0.08091997868590241,1
914,497,73.0010610858102,0.08091997868590241,1
496,336,62.279454547446704,0.08091997868590241,1
2,191,53.11149175983433,0.08091997868590241,1
106,968,42.497844965989586,0.08091997868590241,1
683,310,42.4203295465054,0.08091997868590241,1
553,612,11.045463815378485,0.08091997868590241,1
391,85,66.14453925290545,0.08091997868590241,1
598,515,44.90075563533397,0.08091997868590241,1
418,493,12.179067998385138,0.08091997868590241,1
479,641,28.163523527540697,0.08091997868590241,1
874,243,20.301377040558787,0.08091997868590241,1
817,765,34.955177607608384,0.08091997868590241,1
623,696,88.09678179580474,0.08091997868590241,1
344,173,48.24234758687524,0.08091997868590241,1
606,382,80.13959145807306,0.08091997868590241,1
178,788,89.94164928998225,0.08091997868590241,1
475,697,31.889485025109742,0.08091997868590241,1
152,349,26.382535676728562,0.08091997868590241,1
600,83,70.92085340523705,0.08091997868590241,1
659,840,25.214345135630467,0.08091997868590241,1
46,806,71.17380348016468,0.08091997868590241,1
905,447,59.00673169185493,0.08091997868590241,1
377,815,34.33957801072814,0.08091997868590241,-1
701,332,35.46618704942109,0.08091997868590241,1
47,504,18.06564994562417,0.08091997868590241,1
504,261,34.70697603077324,0.08091997868590241,1
802,137,25.86947341264654,0.08091997868590241,1
255,136,15.506253054248377,0.08091997868590241,1
855,981,38.48168839100318,0.08091997868590241,1
359,439,22.659016445725662,0.08091997868590241,1
509,633,38.97046809040325,0.08091997868590241,1
34,969,47.70603188465642,0.08091997868590241,1
808,115,12.5385209194727,0.08091997868590241,1
51,598,54.79400570408957,0.08091997868590241,1
813,951,56.986513301882766,0.08091997868590241,1
113,74,13.997524799785914,0.08091997868590241,1
681,149,53.443134992379406,0.08091997868590241,1
385,668,79.77367148401557,0.08091997868590241,1
285,772,31.571087499421218,0.08091997868590241,1
140,200,85.45856732121557,0.08091997868590241,1
454,952,47.882617207272425,0.08091997868590241,1
406,525,73.90223927956512,0.08091997868590241,1
774,457,31.575415718695393,0.08091997868590241,1
947,72,42.19219997571545,0.08091997868590241,1
872,569,4.8107302043378395,0.08091997868590241,1
780,304,32.55501164222023,0.08091997868590241,1
92,576,42.2105599764781,0.08091997868590241,1
459,636,8.19063773548409,0.08091997868590241,1
432,555,28.244155575399137,0.08091997868590241,1
121,506,17.618507911227372,0.08091997868590241,1
179,855,37.96842790497591,0.08091997868590241,1
317,825,30.338559660450404,0.08091997868590241,1
123,448,33.13452265452231,0.08091997868590241,1
508,926,30.07184956784385,0.08091997868590241,1
771,468,24.32494951049665,0.08091997868590241,1
299,592,32.43332982154983,0.08091997868590241,1
246,738,65.69565031143402,0.08091997868590241,1
171,929,57.24342951416084,0.08091997868590241,1
473,258,19.472971909019446,0.08091997868590241,1
82,953,10.445451572795356,0.08091997868590241,1
390,188,25.87724227256193,0.08091997868590241,1
138,992,58.485306853477006,0.08091997868590241,1
578,226,39.78603219928619,0.08091997868590241,1
392,944,74.7609399222432,0.08091997868590241,1
705,449,74.89485459740776,0.08091997868590241,1
800,167,59.37296818769814,0.08091997868590241,1
767,262,22.53862044608925,0.08091997868590241,1
599,354,21.59682713121534,0.08091997868590241,1
40,213,71.50747089312897,0.08091997868590241,1
362,894,20.987022085666005,0.08091997868590241,1
740,709,48.28961828236452,0.08091997868590241,1
125,337,38.322949308288244,0.08091997868590241,1
647,31,53.58263477491526,0.08091997868590241,1
119,663,66.50708636417093,0.08091997868590241,1
742,199,34.29922185674729,0.08091997868590241,1
45,451,90.12560613659429,0.08091997868590241,1
239,214,106.85027378624629,0.08091997868590241,-1
516,155,14.758628371005218,0.08091997868590241,1
695,346,68.5768167327959,0.08091997868590241,1
981,792,53.52688931278951,0.08091997868590241,1
587,356,44.14571102025614,0.08091997868590241,1
877,733,32.09483931175577,0.08091997868590241,1
987,88,84.98253084172853,0.08091997868590241,1
763,392,7.3262714980436385,0.08091997868590241,1
264,45,117.1027145542886,0.08091997868590241,1
746,61,28.286399122590478,0.08091997868590241,1
584,876,64.85003790712108,0.08091997868590241,1
184,673,27.309553477168595,0.08091997868590241,1
211,823,78.24484703900137,0.08091997868590241,1
148,125,19.6526122050319,0.08091997868590241,1
776,196,25.2163742182877,0.08091997868590241,1
582,811,23.574889703920444,0.08091997868590241,1
453,148,63.55264534673472,0.08091997868590241,1
970,384,29.445348828784855,0.08091997868590241,1
747,614,27.65829850164921,0.08091997868590241,1
166,888,66.660863856657,0.08091997868590241,1
103,534,19.27268125818309,0.08091997868590241,-1
442,30,43.37995969755549,0.08091997868590241,1
463,496,11.608493749651426,0.08091997868590241,1
307,557,54.41107120349709,0.08091997868590241,1
510,413,56.41940843583421,0.08091997868590241,1
699,690,57.436958554872184,0.08091997868590241,1
451,505,64.29676530063749,0.08091997868590241,1
110,330,1.5301226619927586,0.08091997868590241,1
707,643,61.49861427652461,0.08091997868590241,1
627,43,69.1257856672271,0.08091997868590241,1
687,745,29.454515412928473,0.08091997868590241,1
295,369,42.697979528350444,0.08091997868590241,1
929,564,95.63950712548997,0.08091997868590241,1
414,881,70.85713263532831,0.08091997868590241,1
232,172,30.870881284033068,0.08091997868590241,1
898,320,48.12334504103995,0.08091997868590241,1
313,35,42.61421252344654,0.08091997868590241,1
551,386,28.152340576014446,0.08091997868590241,1
665,455,23.539117318063536,0.08091997868590241,1
215,734,36.583846325889496,0.08091997868590241,1
59,133,28.509663374341503,0.08091997868590241,1
168,516,13.3745529504104,0.08091997868590241,-1
667,541,55.40709967561381,0.08091997868590241,1
500,708,39.403180671206364,0.08091997868590241,1
403,36,67.1167281424287,0.08091997868590241,1
429,821,19.338355342015312,0.08091997868590241,1
497,639,22.674274634376864,0.08091997868590241,1
760,812,71.74215766009253,0.08091997868590241,1
327,563,30.617889795673968,0.08091997868590241,1
534,537,34.80422590900902,0.08091997868590241,1
866,519,78.18601682978876,0.08091997868590241,1
884,803,34.43061826615967,0.08091997868590241,1
216,260,53.043318565539145,0.08091997868590241,1
717,163,27.963854943674892,0.08091997868590241,1
529,544,38.16264565067916,0.08091997868590241,1
882,165,40.495185859703355,0.08091997868590241,1
982,558,75.80889779217021,0.08091997868590241,1
163,528,34.82659951991126,0.08091997868590241,1
739,315,40.92540143645616,0.08091997868590241,1
33,341,40.79683402171739,0.08091997868590241,1
63,616,104.33210866797927,0.08091997868590241,1
20,914,41.21892464424137,0.08091997868590241,1
603,169,35.64837919708482,0.08091997868590241,1
936,942,26.227246898548508,0.08091997868590241,1
825,605,35.67021991337739,0.08091997868590241,1
541,849,12.909928944857647,0.08091997868590241,1
281,174,62.358822481829456,0.08091997868590241,1
306,507,30.56016802779591,0.08091997868590241,1
325,316,30.948670362238637,0.08091997868590241,1
62,259,39.344331042297576,0.08091997868590241,1
253,389,47.116037650990314,0.08091997868590241,1
286,401,64.24600801627138,0.08091997868590241,1
105,347,58.423832607444865,0.08091997868590241,1
465,53,43.20315603948358,0.08091997868590241,1
161,799,7.967781484618457,0.08091997868590241,1
552,19,13.933069229259697,0.08091997868590241,1
502,250,22.97023035865217,0.08091997868590241,1
751,1000,10.702607515969282,0.08091997868590241,1
539,832,74.98105041059635,0.08091997868590241,1
927,268,22.67925450152269,0.08091997868590241,-1
773,8,25.59613203417804,0.08091997868590241,1
212,667,27.415874424398194,0.08091997868590241,1
42,841,41.37738953993374,0.08091997868590241,1
652,897,32.16569564697564,0.08091997868590241,1
607,159,56.3738866010712,0.08091997868590241,1
715,138,51.1777672311089,0.08091997868590241,1
196,114,76.39836346047105,0.08091997868590241,1
917,675,29.93035859411703,0.08091997868590241,1
162,864,69.32849330903494,0.08091997868590241,1
